Date,^DJI,^GSPC,^IXIC,^N225,^STI,^FTSE
1988-07-12,2092.639892578125,267.8500061035156,393.5,28099.83984375,1107.0999755859375,1858.5
1988-07-15,2129.449951171875,272.04998779296875,395.0,27913.7890625,1131.0,1861.5
1988-07-18,2117.889892578125,270.510009765625,394.79998779296875,27662.119140625,1146.5999755859375,1849.300048828125
1988-07-19,2097.260009765625,268.4700012207031,391.29998779296875,27149.029296875,1136.199951171875,1844.800048828125
1988-07-21,2086.590087890625,266.6600036621094,388.8999938964844,27676.140625,1152.5,1864.4000244140625
1988-07-26,2073.969970703125,265.19000244140625,385.79998779296875,27303.759765625,1132.5,1837.699951171875
1988-07-27,2053.699951171875,262.5,383.29998779296875,27738.5703125,1136.300048828125,1840.800048828125
1988-07-28,2082.330078125,266.0199890136719,384.1000061035156,27796.08984375,1136.5999755859375,1841.300048828125
1988-08-05,2119.1298828125,271.1499938964844,387.70001220703125,28423.380859375,1172.0999755859375,1875.9000244140625
1988-08-11,2039.300048828125,262.75,379.1000061035156,27784.98046875,1135.300048828125,1835.199951171875
1988-08-12,2037.52001953125,262.54998779296875,379.0,27833.509765625,1132.0999755859375,1843.4000244140625
1988-08-16,2021.510009765625,260.55999755859375,375.70001220703125,27896.55078125,1120.9000244140625,1825.300048828125
1988-08-17,2025.9599609375,260.7699890136719,376.20001220703125,28178.859375,1120.300048828125,1830.9000244140625
1988-08-19,2016.0,260.239990234375,377.3999938964844,28209.419921875,1081.5,1844.300048828125
1988-08-22,1990.219970703125,256.9800109863281,373.70001220703125,28079.1796875,1075.699951171875,1832.300048828125
1988-08-23,1989.3299560546875,257.0899963378906,373.5,27919.94921875,1067.0,1817.9000244140625
1988-08-26,2017.4300537109375,259.67999267578125,374.3999938964844,27565.41015625,1044.800048828125,1770.699951171875
1988-09-07,2065.7900390625,265.8699951171875,378.0,27504.009765625,1063.199951171875,1756.0999755859375
1988-09-12,2072.3701171875,266.4700012207031,382.1000061035156,27756.740234375,1065.5,1744.5999755859375
1988-09-26,2085.169921875,268.8800048828125,382.79998779296875,27333.75,1023.0999755859375,1792.699951171875
1988-10-06,2107.75,272.3900146484375,385.20001220703125,27172.33984375,997.7000122070312,1838.9000244140625
1988-10-07,2150.25,278.07000732421875,385.70001220703125,27258.26953125,1003.2999877929688,1844.699951171875
1988-10-12,2126.239990234375,273.9800109863281,382.6000061035156,27409.369140625,1004.2000122070312,1814.300048828125
1988-10-13,2133.360107421875,275.2200012207031,383.5,27273.30078125,997.2000122070312,1830.699951171875
1988-10-24,2170.340087890625,282.2799987792969,387.20001220703125,27281.5390625,1044.5,1848.4000244140625
1988-11-11,2067.030029296875,267.9200134277344,373.79998779296875,28489.5703125,1015.0,1802.699951171875
1988-11-15,2077.169921875,268.3399963378906,372.1000061035156,28829.41015625,997.7999877929688,1802.300048828125
1988-11-22,2077.699951171875,267.2099914550781,365.3999938964844,29430.119140625,999.5,1821.300048828125
1988-11-28,2081.43994140625,268.6400146484375,366.1000061035156,28983.3203125,1002.5999755859375,1781.5
1988-11-29,2101.530029296875,270.9100036621094,368.20001220703125,29318.30078125,1003.4000244140625,1786.9000244140625
1988-12-06,2149.360107421875,277.5899963378906,377.0,29669.380859375,996.0999755859375,1767.4000244140625
1988-12-07,2153.6298828125,278.1300048828125,376.3999938964844,30050.8203125,999.0,1771.699951171875
1988-12-20,2166.070068359375,277.4700012207031,376.1000061035156,29567.939453125,1014.7999877929688,1777.4000244140625
1989-01-05,2190.5400390625,280.010009765625,383.79998779296875,30183.7890625,1034.0999755859375,1799.5
1989-01-25,2265.889892578125,289.1400146484375,394.0,31567.7890625,1101.4000244140625,1939.0
1989-01-26,2291.070068359375,291.69000244140625,397.1000061035156,31511.810546875,1108.699951171875,1959.800048828125
1989-02-01,2338.2099609375,297.0899963378906,403.20001220703125,31360.6796875,1137.0,2039.699951171875
1989-02-02,2333.75,296.8399963378906,405.20001220703125,31498.30078125,1128.300048828125,2043.4000244140625
1989-02-08,2343.2099609375,298.6499938964844,408.0,32065.119140625,1151.199951171875,2096.199951171875
1989-02-10,2286.070068359375,292.0199890136719,402.3999938964844,32131.990234375,1156.0,2056.10009765625
1989-02-14,2281.25,291.80999755859375,402.0,31982.890625,1120.199951171875,2049.10009765625
1989-02-16,2311.429931640625,294.80999755859375,405.70001220703125,32083.580078125,1129.800048828125,2033.800048828125
1989-02-22,2283.929931640625,290.9100036621094,402.5,32311.9296875,1138.800048828125,2033.699951171875
1989-02-28,2258.389892578125,288.8599853515625,399.70001220703125,31985.599609375,1108.300048828125,2002.4000244140625
1989-03-01,2243.0400390625,287.1099853515625,399.79998779296875,31964.30078125,1105.800048828125,2021.300048828125
1989-03-07,2290.7099609375,293.8699951171875,406.20001220703125,31937.939453125,1132.4000244140625,2083.5
1989-03-10,2282.139892578125,292.8800048828125,405.8999938964844,31701.779296875,1154.9000244140625,2085.199951171875
1989-03-15,2320.5400390625,296.6700134277344,407.0,32100.48046875,1179.9000244140625,2121.199951171875
1989-03-28,2275.5400390625,291.5899963378906,402.6000061035156,32306.359375,1188.5,2070.5
1989-03-29,2281.52001953125,292.3500061035156,403.70001220703125,32737.279296875,1194.5999755859375,2071.699951171875
1989-03-30,2281.340087890625,292.5199890136719,404.6000061035156,32826.12890625,1188.800048828125,2049.39990234375
1989-03-31,2293.6201171875,294.8699951171875,406.70001220703125,32838.6796875,1189.800048828125,2075.0
1989-04-03,2304.800048828125,296.3900146484375,407.70001220703125,33042.0703125,1187.300048828125,2079.60009765625
1989-04-10,2301.8701171875,297.1099853515625,411.1000061035156,32999.01953125,1192.0,2025.0
1989-04-13,2296.0,296.3999938964844,413.8999938964844,33063.94140625,1241.300048828125,2028.699951171875
1989-04-18,2379.39990234375,306.0199890136719,420.70001220703125,33321.66015625,1257.5999755859375,2074.39990234375
1989-04-20,2377.3798828125,306.19000244140625,421.5,33185.1484375,1250.0,2064.39990234375
1989-04-27,2418.989990234375,309.5799865722656,426.20001220703125,33500.828125,1253.199951171875,2115.699951171875
1989-05-10,2374.449951171875,305.79998779296875,429.6000061035156,33992.3515625,1280.699951171875,2117.0
1989-05-11,2382.8798828125,306.95001220703125,430.6000061035156,34081.48828125,1287.300048828125,2110.60009765625
1989-05-15,2463.889892578125,316.1600036621094,436.20001220703125,33716.2890625,1295.4000244140625,2149.89990234375
1989-05-16,2453.449951171875,315.2799987792969,435.70001220703125,33926.44921875,1303.5,2136.699951171875
1989-05-17,2462.429931640625,317.4800109863281,438.5,33992.44921875,1310.0,2155.800048828125
1989-05-18,2470.1201171875,317.9700012207031,439.79998779296875,33856.328125,1309.699951171875,2177.300048828125
1989-05-23,2478.010009765625,318.32000732421875,440.20001220703125,33816.609375,1291.9000244140625,2151.60009765625
1989-05-25,2482.590087890625,319.1700134277344,442.8999938964844,34005.390625,1257.699951171875,2136.60009765625
1989-05-26,2493.77001953125,321.5899963378906,445.20001220703125,34191.62109375,1269.5999755859375,2140.300048828125
1989-05-30,2475.550048828125,319.04998779296875,444.20001220703125,34076.890625,1278.199951171875,2130.0
1989-06-05,2480.699951171875,322.0299987792969,447.79998779296875,33457.078125,1271.4000244140625,2088.5
1989-06-07,2512.320068359375,326.95001220703125,453.20001220703125,33626.890625,1226.699951171875,2117.89990234375
1989-06-08,2516.909912109375,326.75,454.0,33718.2890625,1207.0999755859375,2143.39990234375
1989-06-09,2513.419921875,326.69000244140625,453.70001220703125,33639.98046875,1241.199951171875,2142.10009765625
1989-06-12,2518.840087890625,326.239990234375,453.3999938964844,33398.01171875,1208.699951171875,2138.300048828125
1989-06-13,2503.5400390625,323.9100036621094,450.70001220703125,33213.55078125,1283.800048828125,2123.0
1989-06-14,2503.360107421875,323.8299865722656,450.6000061035156,33402.98828125,1298.5,2133.60009765625
1989-06-15,2475.0,320.0799865722656,447.1000061035156,32913.08984375,1288.300048828125,2129.60009765625
1989-06-16,2486.3798828125,321.3500061035156,447.20001220703125,33055.171875,1296.5,2143.89990234375
1989-06-19,2479.889892578125,321.8900146484375,446.1000061035156,33013.1796875,1304.4000244140625,2154.699951171875
1989-06-21,2464.909912109375,320.4800109863281,443.8999938964844,33345.28125,1302.300048828125,2172.199951171875
1989-06-26,2511.3798828125,326.6000061035156,447.29998779296875,33625.8203125,1287.5999755859375,2179.60009765625
1989-06-27,2526.3701171875,328.44000244140625,448.6000061035156,33469.2109375,1291.5999755859375,2206.39990234375
1989-06-28,2504.739990234375,325.80999755859375,444.8999938964844,33245.6015625,1308.4000244140625,2209.39990234375
1989-06-30,2440.06005859375,317.9800109863281,435.29998779296875,32948.69140625,1307.699951171875,2151.0
1989-07-05,2456.56005859375,320.6400146484375,436.8999938964844,33309.7109375,1305.0,2162.89990234375
1989-07-07,2487.860107421875,324.9100036621094,442.3999938964844,33703.96875,1335.699951171875,2189.10009765625
1989-07-10,2502.659912109375,327.07000732421875,442.70001220703125,33676.01953125,1345.4000244140625,2195.199951171875
1989-07-11,2514.610107421875,328.7799987792969,444.5,33746.76953125,1346.199951171875,2250.89990234375
1989-07-19,2584.409912109375,335.7300109863281,451.20001220703125,33557.171875,1369.0,2292.5
1989-07-24,2584.97998046875,333.6700134277344,446.0,34093.328125,1358.9000244140625,2259.10009765625
1989-08-03,2661.610107421875,344.739990234375,456.8999938964844,34779.80859375,1359.699951171875,2306.300048828125
1989-08-04,2653.449951171875,343.9200134277344,457.3999938964844,34741.98828125,1349.199951171875,2327.5
1989-08-07,2694.989990234375,349.4100036621094,461.70001220703125,34630.37890625,1351.699951171875,2341.5
1989-08-08,2699.169921875,349.3500061035156,463.29998779296875,34759.48046875,1361.800048828125,2348.10009765625
1989-08-10,2712.6298828125,348.25,463.6000061035156,34719.80078125,1379.9000244140625,2347.300048828125
1989-08-14,2677.919921875,343.05999755859375,460.0,34671.62109375,1380.0,2325.89990234375
1989-08-15,2687.780029296875,344.7099914550781,460.8999938964844,34810.69140625,1371.5999755859375,2326.199951171875
1989-08-16,2693.2900390625,345.6600036621094,460.79998779296875,35084.1484375,1377.300048828125,2345.800048828125
1989-08-18,2687.969970703125,346.0299987792969,462.0,35063.140625,1381.5,2375.10009765625
1989-08-21,2647.0,340.6700134277344,458.29998779296875,35140.828125,1387.0,2374.699951171875
1989-08-22,2650.989990234375,341.19000244140625,458.3999938964844,35114.3515625,1370.9000244140625,2370.800048828125
1989-08-24,2734.639892578125,351.5199890136719,465.8999938964844,34786.55078125,1357.300048828125,2393.10009765625
1989-08-25,2732.360107421875,350.5199890136719,466.79998779296875,34739.9296875,1355.199951171875,2397.39990234375
1989-08-29,2726.6298828125,349.8399963378906,466.6000061035156,34687.6484375,1342.5,2380.800048828125
1989-08-30,2728.14990234375,350.6499938964844,468.29998779296875,34471.66015625,1350.199951171875,2381.300048828125
1989-08-31,2737.27001953125,351.45001220703125,469.29998779296875,34431.19921875,1356.0,2387.89990234375
1989-09-01,2752.090087890625,353.7300109863281,471.29998779296875,34348.21875,1363.699951171875,2407.5
1989-09-05,2744.679931640625,352.55999755859375,471.3999938964844,34441.94921875,1388.0999755859375,2426.0
1989-09-07,2706.8798828125,348.3500061035156,469.70001220703125,34152.55859375,1406.5999755859375,2415.89990234375
1989-09-11,2704.409912109375,347.6600036621094,470.3999938964844,34113.66015625,1414.300048828125,2400.60009765625
1989-09-12,2707.260009765625,348.70001220703125,471.8999938964844,34332.87890625,1413.4000244140625,2397.60009765625
1989-09-13,2679.52001953125,345.4599914550781,471.79998779296875,34286.94140625,1420.5,2401.5
1989-09-19,2687.31005859375,346.54998779296875,467.1000061035156,34471.0703125,1399.300048828125,2361.5
1989-09-20,2683.889892578125,346.4700012207031,466.70001220703125,34470.578125,1395.0,2369.800048828125
1989-09-21,2680.280029296875,345.70001220703125,467.0,34745.01953125,1397.4000244140625,2380.89990234375
1989-09-22,2681.610107421875,347.04998779296875,468.1000061035156,34771.7890625,1392.800048828125,2370.199951171875
1989-09-26,2663.93994140625,344.3299865722656,467.79998779296875,35444.8203125,1387.5999755859375,2336.10009765625
1989-09-29,2692.820068359375,349.1499938964844,472.8999938964844,35636.76171875,1375.300048828125,2299.39990234375
1989-10-03,2754.56005859375,354.7099914550781,477.29998779296875,35366.37109375,1388.300048828125,2318.60009765625
1989-10-04,2771.090087890625,356.94000244140625,479.29998779296875,35382.80078125,1408.300048828125,2312.10009765625
1989-10-05,2773.56005859375,356.9700012207031,480.70001220703125,35522.98828125,1405.0,2281.60009765625
1989-10-06,2785.52001953125,358.7799987792969,483.6000061035156,35209.3515625,1420.5999755859375,2277.5
1989-10-09,2791.409912109375,359.79998779296875,485.70001220703125,35376.3515625,1420.199951171875,2247.0
1989-10-13,2569.260009765625,333.6499938964844,467.29998779296875,35116.01953125,1427.9000244140625,2233.89990234375
1989-10-17,2638.72998046875,341.1600036621094,459.8999938964844,34996.078125,1341.800048828125,2135.5
1989-10-19,2683.199951171875,347.1300048828125,470.79998779296875,35374.21875,1337.0999755859375,2189.300048828125
1989-10-20,2689.139892578125,347.1600036621094,470.70001220703125,35486.37890625,1345.5999755859375,2179.10009765625
1989-10-25,2653.280029296875,342.5,462.8999938964844,35442.3984375,1333.300048828125,2161.89990234375
1989-10-26,2613.72998046875,337.92999267578125,458.20001220703125,35678.48828125,1330.4000244140625,2129.39990234375
1989-10-30,2603.47998046875,335.07000732421875,451.3999938964844,35417.44140625,1302.800048828125,2112.199951171875
1989-10-31,2645.080078125,340.3599853515625,455.6000061035156,35549.44140625,1332.4000244140625,2142.60009765625
1989-11-01,2645.89990234375,341.20001220703125,456.6000061035156,35564.4296875,1335.199951171875,2160.10009765625
1989-11-02,2631.56005859375,338.4800109863281,453.1000061035156,35494.859375,1336.199951171875,2154.10009765625
1989-11-10,2625.610107421875,339.1000061035156,456.20001220703125,35663.19921875,1332.0,2216.699951171875
1989-11-13,2626.429931640625,339.54998779296875,455.8999938964844,35750.12109375,1336.4000244140625,2213.199951171875
1989-11-17,2652.659912109375,341.6099853515625,456.70001220703125,35963.73828125,1337.699951171875,2221.39990234375
1989-11-20,2632.0400390625,339.3500061035156,455.70001220703125,35893.578125,1345.300048828125,2183.10009765625
1989-12-01,2747.64990234375,350.6300048828125,457.1000061035156,37132.6796875,1408.5,2311.10009765625
1989-12-07,2720.780029296875,347.5899963378906,456.29998779296875,37858.109375,1445.5,2346.699951171875
1989-12-11,2728.239990234375,348.55999755859375,452.3999938964844,37752.671875,1448.5,2351.39990234375
1989-12-13,2761.090087890625,352.75,451.1000061035156,38062.421875,1464.300048828125,2386.199951171875
1989-12-15,2739.550048828125,350.1400146484375,443.79998779296875,38271.0390625,1468.5999755859375,2344.699951171875
1989-12-19,2695.610107421875,342.4599914550781,434.3999938964844,38439.1015625,1452.199951171875,2342.10009765625
1989-12-21,2691.1298828125,344.7799987792969,441.1000061035156,38215.48046875,1472.4000244140625,2353.0
1989-12-27,2724.39990234375,348.80999755859375,448.79998779296875,38801.62890625,1483.4000244140625,2395.800048828125
1989-12-28,2732.300048828125,350.6700134277344,450.0,38876.94140625,1484.5,2398.800048828125
1989-12-29,2753.199951171875,353.3999938964844,454.79998779296875,38915.87109375,1481.300048828125,2422.699951171875
1990-01-04,2796.080078125,355.6700134277344,459.3999938964844,38712.87890625,1534.199951171875,2451.60009765625
1990-01-08,2794.3701171875,353.7900085449219,458.70001220703125,38294.9609375,1547.199951171875,2431.300048828125
1990-01-09,2766.0,349.6199951171875,456.79998779296875,37951.4609375,1556.5,2436.300048828125
1990-01-12,2689.2099609375,339.92999267578125,439.70001220703125,37516.76953125,1559.199951171875,2380.10009765625
1990-01-22,2600.449951171875,330.3800048828125,431.8999938964844,37257.01171875,1535.4000244140625,2297.10009765625
1990-01-23,2615.320068359375,331.6099853515625,430.3999938964844,37378.01953125,1520.699951171875,2291.10009765625
1990-01-24,2604.5,330.260009765625,425.70001220703125,36778.98046875,1495.300048828125,2278.60009765625
1990-01-25,2561.0400390625,326.0799865722656,425.20001220703125,36969.109375,1496.5999755859375,2289.89990234375
1990-01-26,2559.22998046875,325.79998779296875,421.29998779296875,36874.0703125,1489.5,2314.5
1990-01-31,2590.5400390625,329.0799865722656,415.79998779296875,37188.94921875,1515.0,2337.300048828125
1990-02-06,2606.31005859375,329.6600036621094,424.0,37666.828125,1582.699951171875,2321.10009765625
1990-02-14,2624.320068359375,332.010009765625,426.6000061035156,37155.890625,1564.699951171875,2298.300048828125
1990-03-08,2696.169921875,340.2699890136719,436.5,33690.890625,1576.0,2250.0
1990-03-13,2674.550048828125,336.0,434.6000061035156,32620.5703125,1565.699951171875,2224.5
1990-03-23,2704.280029296875,337.2200012207031,437.29998779296875,30372.16015625,1585.4000244140625,2283.89990234375
1990-03-26,2707.659912109375,337.6300048828125,438.79998779296875,31840.490234375,1604.0999755859375,2298.199951171875
1990-03-27,2736.93994140625,341.5,439.5,31825.9609375,1607.0999755859375,2266.199951171875
1990-03-29,2727.699951171875,340.7900085449219,435.3999938964844,31026.16015625,1594.199951171875,2263.0
1990-03-30,2707.2099609375,339.94000244140625,435.5,29980.44921875,1581.0999755859375,2247.89990234375
1990-04-03,2736.7099609375,343.6400146484375,437.70001220703125,28759.720703125,1555.9000244140625,2240.699951171875
1990-04-05,2721.169921875,340.7300109863281,433.4200134277344,28249.060546875,1528.4000244140625,2239.5
1990-04-11,2729.72998046875,341.9200134277344,433.5,29440.279296875,1522.5,2215.5
1990-04-18,2732.8798828125,340.7200012207031,431.5,29249.060546875,1534.0999755859375,2205.89990234375
1990-04-23,2666.669921875,331.04998779296875,420.1000061035156,29679.0703125,1504.5999755859375,2159.199951171875
1990-04-24,2654.5,330.3599853515625,419.20001220703125,29501.380859375,1479.0,2159.89990234375
1990-04-25,2666.43994140625,332.0299987792969,420.6000061035156,29564.359375,1467.800048828125,2143.10009765625
1990-04-27,2645.050048828125,329.1099853515625,418.0,29584.80078125,1470.4000244140625,2106.60009765625
1990-05-15,2822.449951171875,354.2799987792969,442.5,31997.0390625,1530.9000244140625,2212.199951171875
1990-05-17,2831.7099609375,354.4700012207031,445.70001220703125,32061.599609375,1528.9000244140625,2284.39990234375
1990-05-22,2852.22998046875,358.42999267578125,453.8999938964844,31938.30078125,1578.5999755859375,2311.300048828125
1990-05-29,2870.489990234375,360.6499938964844,457.5,32817.671875,1558.199951171875,2295.60009765625
1990-05-30,2878.56005859375,360.8599853515625,458.79998779296875,32926.26171875,1557.4000244140625,2346.199951171875
1990-05-31,2876.659912109375,361.2300109863281,459.0,33130.80078125,1553.5999755859375,2345.10009765625
1990-06-01,2900.969970703125,363.1600036621094,462.1000061035156,32891.12109375,1555.800048828125,2371.39990234375
1990-06-07,2897.330078125,363.1499938964844,464.1000061035156,33192.5,1553.0999755859375,2378.39990234375
1990-06-11,2892.570068359375,361.6300048828125,462.79998779296875,32540.1796875,1556.9000244140625,2348.800048828125
1990-06-19,2893.56005859375,358.4700012207031,460.5,32040.380859375,1534.9000244140625,2369.699951171875
1990-06-21,2901.72998046875,360.4700012207031,461.29998779296875,32087.26953125,1533.5999755859375,2370.300048828125
1990-06-26,2842.330078125,352.05999755859375,455.3999938964844,31571.76953125,1523.5999755859375,2399.800048828125
1990-06-28,2878.7099609375,357.6300048828125,460.3999938964844,32106.189453125,1531.699951171875,2355.699951171875
1990-06-29,2880.68994140625,358.0199890136719,462.29998779296875,31940.240234375,1527.0,2374.60009765625
1990-07-05,2879.2099609375,355.67999267578125,459.20001220703125,32351.669921875,1533.5,2331.39990234375
1990-07-26,2920.7900390625,355.9100036621094,445.3999938964844,31369.75,1558.0999755859375,2344.10009765625
1990-07-30,2917.330078125,355.54998779296875,439.3999938964844,30442.94921875,1557.0999755859375,2316.5
1990-08-03,2809.64990234375,344.8599853515625,417.5,29515.759765625,1511.0999755859375,2284.60009765625
1990-08-07,2710.639892578125,334.8299865722656,402.1000061035156,27653.0703125,1360.5,2235.800048828125
1990-08-14,2747.77001953125,339.3900146484375,410.29998779296875,26672.529296875,1294.699951171875,2234.0
1990-09-20,2518.320068359375,311.4800109863281,364.3999938964844,23602.98046875,1166.300048828125,2016.9000244140625
1990-09-21,2512.3798828125,311.32000732421875,362.29998779296875,23777.830078125,1148.4000244140625,2025.5
1990-09-25,2485.639892578125,308.260009765625,354.79998779296875,23359.3203125,1113.199951171875,1999.199951171875
1990-10-08,2523.760009765625,313.4800109863281,348.1000061035156,23630.0,1110.0,2201.60009765625
1990-10-09,2445.5400390625,305.1000061035156,339.1000061035156,23495.109375,1105.300048828125,2134.10009765625
1990-10-16,2381.18994140625,298.9200134277344,325.3999938964844,23606.099609375,1101.800048828125,2083.60009765625
1990-10-18,2452.719970703125,305.739990234375,334.0,24367.080078125,1111.5,2082.60009765625
1990-10-19,2520.7900390625,312.4800109863281,337.3999938964844,24481.490234375,1139.9000244140625,2089.0
1990-10-22,2516.090087890625,314.760009765625,341.1000061035156,25070.859375,1173.199951171875,2102.0
1990-10-24,2504.2099609375,312.6000061035156,341.0,24876.880859375,1211.0,2110.5
1990-10-25,2484.409912109375,310.1700134277344,339.70001220703125,25352.630859375,1209.5,2088.699951171875
1990-10-26,2436.139892578125,304.7099914550781,334.3999938964844,25005.640625,1175.0,2063.10009765625
1990-10-29,2430.199951171875,301.8800048828125,330.79998779296875,25329.310546875,1177.0999755859375,2062.10009765625
1990-10-30,2448.02001953125,304.05999755859375,329.79998779296875,25242.400390625,1164.800048828125,2033.9000244140625
1990-11-01,2454.949951171875,307.0199890136719,330.6000061035156,24295.16015625,1133.699951171875,2028.0
1990-11-02,2490.840087890625,311.8500061035156,336.5,24194.990234375,1131.0999755859375,2030.699951171875
1990-11-09,2488.610107421875,313.739990234375,342.0,22931.80078125,1088.5,2040.5999755859375
1990-11-14,2559.64990234375,320.3999938964844,356.8999938964844,23937.439453125,1114.800048828125,2046.0
1990-11-20,2530.199951171875,315.30999755859375,348.29998779296875,23205.48046875,1127.0,2115.199951171875
1990-11-26,2533.169921875,316.510009765625,348.8999938964844,23762.859375,1121.199951171875,2151.89990234375
1990-11-29,2518.81005859375,316.4200134277344,355.79998779296875,22712.599609375,1109.4000244140625,2135.60009765625
1990-12-05,2610.39990234375,329.9200134277344,370.8999938964844,22193.720703125,1124.199951171875,2152.60009765625
